id,address,city,building_permit_count_24m,major_project_type
212595,3309 BETTY LN,LAFAYETTE,4,
212808,331 SKELLY,HERC,4,"NEW SFD FOR OWL RANCH SUBDIVISION TRACT #9606 LOT 24 (PLAN 1891) LOCATED AT 331 SKELLY. LIVABLE 1891 SF, ATTACHED GARAGE 431 SF, PORCH 54 SF, SPRINKLERED BUILDING. **FOR MASTER PLAN SEE BIPRJ23-00011** **SEPARATE INSTALLED PV PERMIT REQUIRED PRIOR TO FINAL** Contractor D R HORTON AMERICA'S BUILDER 3000 EXECUTIVE PARKWAY STE 100 SAN RAMON, CA 94583 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; NEW SFD FOR OWL RANCH SUBDIVISION TRACT #9606 LOT 24 (PLAN 1891) LOCATED AT 331 SKELLY. LIVABLE 1891 SF, ATTACHED GARAGE 431 SF, PORCH 54 SF, SPRINKLERED BUILDING. **FOR MASTER PLAN SEE BIPRJ23-00011** **SEPARATE INSTALLED PV PERMIT REQUIRED PRIOR TO FINAL** Contractor D R HORTON AMERICA'S BUILDER 3000 EXECUTIVE PARKWAY STE 100 SAN RAMON, CA 94583 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
212932,3311 WALNUT LN,LAFAYETTE,4,
213148,3316 SWEET DR,LAFAYETTE,4,
213793,3325 WALNUT LN,LAFAYETTE,4,
213807,3326 JOHNSON RD,LAFAYETTE,4,"REROOF- TEAR OFF EXISTING MATERIALS AND INSTALL COMP 22 SQ. CRRC#0668- 0132 THIS IS A DETACHED ADU. INSPECTOR SAID IT NEEDED ITS OWN PERMIT. **22 SQUARES, COOL ROOF OR COOL ROOF EXCEPTION IS REQUIRED AT FINAL **- FAR **THIS PERMIT IS FOR THE POOL HOUSE** - FAR Contractor YORKSHIRE ROOFING OF NORTHERN 7610 NATIONAL DR LIVERMORE, CA 94550 CALIFORNIA INC DBA ROOFMAX NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; REROOF- TEAR OFF EXISTING MATERIALS AND INSTALL COMP 22 SQ. CRRC#0668- 0132 THIS IS A DETACHED ADU. INSPECTOR SAID IT NEEDED ITS OWN PERMIT. **22 SQUARES, COOL ROOF OR COOL ROOF EXCEPTION IS REQUIRED AT FINAL **- FAR **THIS PERMIT IS FOR THE POOL HOUSE** - FAR Contractor YORKSHIRE ROOFING OF NORTHERN 7610 NATIONAL DR LIVERMORE, CA 94550 CALIFORNIA INC DBA ROOFMAX NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
213905,3328 WOODVIEW CT,LAFAYETTE,4,
214289,3333 MT DIABLO BLVD,LAFAYETTE,4,
214342,3334 ST MARYS RD,LAFAYETTE,4,"458 SF ADDITION TO REAR OF HOUSE. REMODEL INTERIOR. NEW AND REPLACEMENT DECKS. Contractor PRESTIGE HOMES & REMODEL INC P O BOX 11456 SANTA ROSA, CA 95406 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 458 SF ADDITION TO REAR OF HOUSE. REMODEL INTERIOR. NEW AND REPLACEMENT DECKS. Contractor PRESTIGE HOMES & REMODEL INC P O BOX 11456 SANTA ROSA, CA 95406 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
214442,3337 CARLYLE TER,LAFAYETTE,4,
214478,3338 MILDRED LN,LAFAYETTE,4,"524 SQUARE FEET DETACHED ADU. Contractor GREEN VALLEY BUILD INC 3000 F DANVILLE BLVD,332 ALAMO, CA 94507 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 524 SQUARE FEET DETACHED ADU. Contractor GREEN VALLEY BUILD INC 3000 F DANVILLE BLVD,332 ALAMO, CA 94507 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
214493,3339 CARLYLE TER,LAFAYETTE,4,
214733,3341 N LUCILLE LN,LAFAYETTE,4,
214744,3341 SPRINGHILL RD,LAFAYETTE,4,
214931,3346 WOODVIEW CT,LAFAYETTE,4,
214965,3348 HELEN LN,LAFAYETTE,4,
215091,335 FERNWOOD DR,MORAGA,4,
215306,3353 BETTY LN,LAFAYETTE,4,
215426,3356 N LUCILLE LN,LAFAYETTE,4,
215756,3362 JOHNSON RD,LAFAYETTE,4,
215832,3365 BETTY LN,LAFAYETTE,4,"New Electrical Meter for ADU. eixsting permit # BIR24-003264 Contractor JMS DEVELOPMENT 1823 LAMPLIGHT COURT WALNUT CREEK, CA 94597 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; New Electrical Meter for ADU. eixsting permit # BIR24-003264 Contractor JMS DEVELOPMENT 1823 LAMPLIGHT COURT WALNUT CREEK, CA 94597 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
215862,3365 WOODVIEW DR,LAFAYETTE,4,
215939,3368 VICTORIA AVE,LAFAYETTE,4,
215972,337 ALEXANDER PL,CLYTN,4,
216195,3373 S LUCILLE LN,LAFAYETTE,4,
216269,3376 LAS HUERTAS RD,LAFAYETTE,4,"DEMOLITION OF 1800 SQFT SFR AND 480 SQFT DETACHED GARAGE. J# ASB144562 (TO REBUILD SFR SEPARATE PERMIT AND PLANS BIR25-013518) Contractor BRANAGH DEVELOPMENT INC 3800 MT DIABLO BLVD STE 200 LAFAYETTE, CA 94549 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 3675 SQFT CONDITIONED SPACE ONE STORY SFR WITH 747 SQFT ATTACHED GARAGE AND 350 SQFT COVERED PATIO. **FIRE SPRINKLERS** PER T24 REPORT 3.59 KW PV SYSTEM REQUIRED. SEPARATE PERMIT AND PLANS REQUIRED. HOLD FINAL FOR PV PERMIT AND INSTALLATION. (SEE BID25-013713 SEPARATE PERMIT AND PLANS DEMOLITION OF EXISTING SFR) Monday, February 16, 2026 5 CONTRA COSTA COUNTY Status Date Between 2/9/2026 and 2/15/2026 Contractor BRANAGH DEVELOPMENT INC 3800 MT DIABLO BLVD STE 200 LAFAYETTE, CA 94549 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; DEMOLITION OF 1800 SQFT SFR AND 480 SQFT DETACHED GARAGE. J# ASB144562 (TO REBUILD SFR SEPARATE PERMIT AND PLANS BIR25-013518) Contractor BRANAGH DEVELOPMENT INC 3800 MT DIABLO BLVD STE 200 LAFAYETTE, CA 94549 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 3675 SQFT CONDITIONED SPACE ONE STORY SFR WITH 747 SQFT ATTACHED GARAGE AND 350 SQFT COVERED PATIO. **FIRE SPRINKLERS** PER T24 REPORT 3.59 KW PV SYSTEM REQUIRED. SEPARATE PERMIT AND PLANS REQUIRED. HOLD FINAL FOR PV PERMIT AND INSTALLATION. (SEE BID25-013713 SEPARATE PERMIT AND PLANS DEMOLITION OF EXISTING SFR) Monday, February 16, 2026 5 CONTRA COSTA COUNTY Status Date Between 2/9/2026 and 2/15/2026 Contractor BRANAGH DEVELOPMENT INC 3800 MT DIABLO BLVD STE 200 LAFAYETTE, CA 94549 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
216519,3382 JOHNSON RD,LAFAYETTE,4,"Ductless mini split replacement in the same location in ADU Contractor FUSE HVAC REFRIGERATION ELECTRICAL & 3314 VICTOR CT SANTA CLARA, CA 95054 PLUMBING NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Ductless mini split replacement in the same location in ADU Contractor FUSE HVAC REFRIGERATION ELECTRICAL & 3314 VICTOR CT SANTA CLARA, CA 95054 PLUMBING NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
216558,3384 WOODLAND WAY,LAFAYETTE,4,
216583,3385 WEST TER,LAFAYETTE,4,
216777,3390 DEER HILL RD,LAFAYETTE,4,
216893,3397 ORCHARD VALLEY LN,LAFAYETTE,4,
216895,3397 SILVER SPRINGS CT,LAFAYETTE,4,
217076,34 EASTWOOD DR,ORINDA,4,
217291,34 SHERWOOD CT,MORAGA,4,
217802,3403 HALL LN,LAFAYETTE,4,
218254,3410 MCELLEN CT,LAFAYETTE,4,
218310,3411 LA CAMINITA,LAFAYETTE,4,
218828,3420 MOUNTAIN SPRINGS RD,LAFAYETTE,4,
219499,3435 MT DIABLO BLVD 300,LAFAYETTE,4,
219552,3437 ECHO SPRINGS RD,LAFAYETTE,4,
219605,344 5TH AVE S,PACH,4,Build a new attached 1227sq ft addition with 2 new bedrooms and 2 bathrooms remodel portions of existing residents. And 306sq ft porch. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; PHASE 1: BATHROOM ADDITION. **PHASE FROM MAIN ADDITION PERMIT BIAD25-003646 (PHASE 2). **BULK OF FEES PAID FOR IN PHASE 2 ORIGINAL PERMIT BIAD25-003646.** Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY
219643,344 FERNWOOD DR,MORAGA,4,
220422,3460 SKY LN,LAFAYETTE,4,
220485,3464 MORAGA BLVD,LAFAYETTE,4,
220565,3467 ORCHARD HILL CT,LAFAYETTE,4,
220577,3468 MONROE AVE,LAFAYETTE,4,
220712,3471 MONROE AVE,LAFAYETTE,4,
220735,3472 MORAGA BLVD,LAFAYETTE,4,
221333,3493 HAMLIN RD,LAFAYETTE,4,"602 SQ FT UPPER-LEVEL ADDITION, 274 SQ FT LOWER-LEVEL ADDITION, 251 SQ FT CONVERSION OF GARAGE TO LIVING SPACE, 421 SQ FT NEW GARAGE ADDITION. NEW COVERED PORCH EXTENSION AT MAIN ENTRANCE. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 602 SQ FT UPPER-LEVEL ADDITION, 274 SQ FT LOWER-LEVEL ADDITION, 251 SQ FT CONVERSION OF GARAGE TO LIVING SPACE, 421 SQ FT NEW GARAGE ADDITION. NEW COVERED PORCH EXTENSION AT MAIN ENTRANCE. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
221341,3494 BLACK HAWK RD,LAFAYETTE,4,
221489,35 BIGLEAF RD,ORINDA,4,
221572,35 DONALD DR,ORINDA,4,
221592,35 EL TOYONAL,ORINDA,4,
221640,35 HARTWOOD CT,LAFAYETTE,4,
222007,350 DAVID DR,ALAMO,4,"Build a new detached 720 square foot ADU in rear yard. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Installing 4.35 kWDC Solar System for the ADU Contractor GOT WATTS ELECTRIC, SOLAR & HVAC 25 CRESCENT DRIVE SUITE A150 PLEASANT HILL, CA 94523 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
222709,351 DEERFIELD DR,MORAGA,4,
222885,3511 HAMLIN RD,LAFAYETTE,4,
222947,3512 MORAGA BLVD,LAFAYETTE,4,
223380,3520 EAGLE POINT RD,LAFAYETTE,4,"287 sq.ft. addition to the rear of an existing single story home. Enlarge and remodel existing kitchen and den. Enlarge and remodel primary suite including existing bathroom. New forced air furnaces and relocated hot water heater Contractor KONSTRUCTO INC 1547 PALOS VERDES MALL #280 WALNUT CREEK, CA 94597 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 287 sq.ft. addition to the rear of an existing single story home. Enlarge and remodel existing kitchen and den. Enlarge and remodel primary suite including existing bathroom. New forced air furnaces and relocated hot water heater Contractor KONSTRUCTO INC 1547 PALOS VERDES MALL #280 WALNUT CREEK, CA 94597 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
223527,3523 EAGLE POINT RD,LAFAYETTE,4,"REBUILD GARAGE AND CONSTRUCT 670 SQ FT ADU OVER IT. INTERIOR REMODEL OF EXISTING HOUSE INCLUDING KITCHEN, BATHROOMS. WINDOWS AND DOOR REPLACEMENT. PER PLANS. 3/19/2025 REVISION. ADD ""B.R. CONSTRUCTION"" TO PERMIT. LU Contractor B R CONSTRUCTION 1104 RIVER ROCK LANE DANVILLE, CA 94526 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; REBUILD GARAGE AND CONSTRUCT 670 SQ FT ADU OVER IT. INTERIOR REMODEL OF EXISTING HOUSE INCLUDING KITCHEN, BATHROOMS. WINDOWS AND DOOR REPLACEMENT. PER PLANS. 3/19/2025 REVISION. ADD ""B.R. CONSTRUCTION"" TO PERMIT. LU Contractor B R CONSTRUCTION 1104 RIVER ROCK LANE DANVILLE, CA 94526 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
224149,3538 EAST VIEW DR,LAFAYETTE,4,"This project involves constructing an addition (approx. 90sf) to the existing residential home, built on top of the existing footing. And removal of existing fireplace. The addition will be in the living room. Contractor BUILT RIGHT CONSTRUCTION AND DESIGN 2342 STANWELL CIRCLE CONCORD, CA 94520 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; This project involves constructing an addition (approx. 90sf) to the existing residential home, built on top of the existing footing. And removal of existing fireplace. The addition will be in the living room. Contractor BUILT RIGHT CONSTRUCTION AND DESIGN 2342 STANWELL CIRCLE CONCORD, CA 94520 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
224789,3555 BROOK ST,LAFAYETTE,4,
225111,3565 OCONNER DR,LAFAYETTE,4,
225159,3568 BROOK ST,LAFAYETTE,4,"360 SQ FT BEDROOM AND BATHROOM ADDITION TO AN EXISTING SINGLE FAMILY RESIDENCE PER PLANS Contractor CHRISTENSEN BROTHERS CONSTRUCTION 3955 INDUSTRIAL WAY STE D CONCORD, CA 94520 COMPANY NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 360 SQ FT BEDROOM AND BATHROOM ADDITION TO AN EXISTING SINGLE FAMILY RESIDENCE PER PLANS Contractor CHRISTENSEN BROTHERS CONSTRUCTION 3955 INDUSTRIAL WAY STE D CONCORD, CA 94520 COMPANY NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
225423,3578 BROOK ST,LAFAYETTE,4,
225484,358 GRENADINE WAY,HERC,4,
225530,3580 BOYER CIR,LAFAYETTE,4,
225622,3585 POWELL DR,LAFAYETTE,4,
225640,3586 SHARON CT,BAYPT,4,
225733,359 N WILDWOOD,HERC,4,
226374,360 N WILDWOOD,HERC,4,
227160,3615 POWELL DR,LAFAYETTE,4,
227594,3626 BOYER CIR,LAFAYETTE,4,
227696,363 CALLE LA MONTANA,MORAGA,4,
227746,363 SEXTANT CT,HERC,4,
228598,3656 HAPPY VALLEY RD,LAFAYETTE,4,
229344,368 MT WASHINGTON WAY,CLYTN,4,
229403,3681 NORDSTROM LN,LAFAYETTE,4,
229835,37 BIG ROCK RD,ORINDA,4,
229874,37 CORTE PINON,MORAGA,4,
230356,3701 MOSSWOOD DR,LAFAYETTE,4,
230652,371 CHARDONNAY CIR,CLYTN,4,
231890,3740 HAPPY VALLEY RD,LAFAYETTE,4,"Install a 3.5 kw DC ( 3.04 kW AC) grid-tied photovoltaic (PV) system on the newly constructed backyard ADU at 3740 Happy Valley Road. The work includes PV modules, inverter(s), AC breaker/disconnect, conduit, wiring, and associated electrical work per plans. The system will be submitted to Pacific Gas and Electric Company for Net Energy Metering (NEM) interconnection and Permission to Operate upon completion. Site diagram, single-line electrical diagram and equipment specifications are attached. This is load-side connected. Monday, February 16, 2026 4 CONTRA COSTA COUNTY Status Date Between 2/9/2026 and 2/15/2026 Contractor SOLINSURE 1716 CHESTNUT STREET BERKELEY, CA 94702 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Install a 3.5 kw DC ( 3.04 kW AC) grid-tied photovoltaic (PV) system on the newly constructed backyard ADU at 3740 Happy Valley Road. The work includes PV modules, inverter(s), AC breaker/disconnect, conduit, wiring, and associated electrical work per plans. The system will be submitted to Pacific Gas and Electric Company for Net Energy Metering (NEM) interconnection and Permission to Operate upon completion. Site diagram, single-line electrical diagram and equipment specifications are attached. This is load-side connected. Monday, February 16, 2026 4 CONTRA COSTA COUNTY Status Date Between 2/9/2026 and 2/15/2026 Contractor SOLINSURE 1716 CHESTNUT STREET BERKELEY, CA 94702 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
232116,3749 ST FRANCIS DR,LAFAYETTE,4,
232118,3749 SUNDALE RD,LAFAYETTE,4,"REPLACE 2 WINDOWS, RETROFIT, LIKE FOR LIKE SIZES Contractor MURADU CONSTRUCTION INC 3355 MYRTLE AVENUE #259 NORTH HIGHLANDS, CA 95660 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; REPLACE 2 WINDOWS, RETROFIT, LIKE FOR LIKE SIZES Contractor MURADU CONSTRUCTION INC 3355 MYRTLE AVENUE #259 NORTH HIGHLANDS, CA 95660 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
232503,376 THARP DR,MORAGA,4,
232510,3760 3762 SUNDALE RD,LAFAYETTE,4,"Upgrade existing electrical panels at residential units 3760 and 3762 to current code compliance including installation of AFCI/GFCI breakers. Connect both units from 200amps to new 400A 3-meter service system. Work includes panel rewiring and connection to new service line. Related to ADU permit #BIR25- 006555 AIC LETTER REQUIRED FOR UP TO 400 AMPS Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; -CONVERT EXISTING TWO CAR GARAGE INTO 1,157SF ADU. -UNCONDITIONED ADDITION OF 43SF MECHANICAL ROOM AT ADU. -NEW 200 AMP PANEL FOR NEW ADU -3760 SUNDALE RD. -FIRST FLOOR REMODEL: CONVERSION OF EXISITING CLOSETS AND STAIRS INTO NEW POWDER/LAUNDRY ROOM. ALL WORK TO BE DONE AT THE SAME TIME. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY Monday, December 1, 2025 1 CONTRA COSTA COUNTY Status Date Between 11/24/2025 and 11/30/2025; -CONVERT EXISTING TWO CAR GARAGE INTO 1,157SF ADU. -UNCONDITIONED ADDITION OF 43SF MECHANICAL ROOM AT ADU. -NEW 200 AMP PANEL FOR NEW ADU -3760 SUNDALE RD. -FIRST FLOOR REMODEL: CONVERSION OF EXISITING CLOSETS AND STAIRS INTO NEW POWDER/LAUNDRY ROOM. ALL WORK TO BE DONE AT THE SAME TIME. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY Monday, December 1, 2025 1 CONTRA COSTA COUNTY Status Date Between 11/24/2025 and 11/30/2025; Upgrade existing electrical panels at residential units 3760 and 3762 to current code compliance including installation of AFCI/GFCI breakers. Connect both units from 200amps to new 400A 3-meter service system. Work includes panel rewiring and connection to new service line. Related to ADU permit #BIR25- 006555 AIC LETTER REQUIRED FOR UP TO 400 AMPS Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
233161,3789 MOSSWOOD DR,LAFAYETTE,4,
233540,38 HONEY HILL RD,ORINDA,4,
233679,38 SANDERS RANCH RD,MORAGA,4,
233985,3803 QUAIL RIDGE RD,LAFAYETTE,4,
234271,3811 QUAIL RIDGE RD,LAFAYETTE,4,
234386,3815 PALO ALTO DR,LAFAYETTE,4,
234519,382 CAMINO SOBRANTE,ORINDA,4,
235330,385 VALLEY RUN,HERC,4,
236003,3882 QUAIL RIDGE RD,LAFAYETTE,4,
236299,39 ASHBROOK PL,MORAGA,4,"467 sf family room addition Contractor HANNAH CONSTRUCTION 2565 CLOVERDALE AVENUE,SUITE D CONCORD, CA 94518 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; 467 sf family room addition Contractor HANNAH CONSTRUCTION 2565 CLOVERDALE AVENUE,SUITE D CONCORD, CA 94518 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
236596,39 WESTBROOK CT,CLYTN,4,
237567,3921 HAPPY VALLEY RD,LAFAYETTE,4,
237678,3925 S PEARDALE DR,LAFAYETTE,4,
238087,3939 MT DIABLO BLVD,LAFAYETTE,4,
238170,394 N WILDWOOD,HERC,4,
238245,3942 CAMPOLINDO DR,MORAGA,4,
238792,3962 RANCHO RD,LAFAYETTE,4,
238827,3965 S PEARDALE DR,LAFAYETTE,4,
238887,3969 N PEARDALE DR,LAFAYETTE,4,
239040,3977 RANCHO RD,LAFAYETTE,4,
239144,3980 LOS ARABIS DR,LAFAYETTE,4,
239182,3983 CANYON RD,LAFAYETTE,4,
239349,3993 HAPPY VALLEY RD,LAFAYETTE,4,
239600,4 DICKENSON DR,MORAGA,4,
239934,4 RUPPEL PL,LAFAYETTE,4,
240110,40 ASCOT PL,MORAGA,4,
240296,40 GREENTREE CT,LAFAYETTE,4,"Front facade renovation with new siding, new doors and windows, new entry roof, new pergola at front facade, new landscape and hardscape design. New skylights (2) Demolition of 448 square foot exterior hardscape ** SEE ALSO BIMIR25-007383 FOR PLANTER AND RETAINING WALL** Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Front facade renovation with new siding, new doors and windows, new entry roof, new pergola at front facade, new landscape and hardscape design. New skylights (2) Demolition of 448 square foot exterior hardscape ** SEE ALSO BIMIR25-007383 FOR PLANTER AND RETAINING WALL** Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
240355,40 LA ENCINAL,ORINDA,4,"Storage conversion into a new detached ADU. 1 bed &1 bath. Replace windows , upgrade electrical , pluming & mechanical systems. Approximately 339 sq ft. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Storage conversion into a new detached ADU. 1 bed &1 bath. Replace windows , upgrade electrical , pluming & mechanical systems. Approximately 339 sq ft. Contractor NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
240609,40 VALLEY VIEW DR,ORINDA,4,
241246,4004 LOS ARABIS DR,LAFAYETTE,4,
241858,4011 HUMMINGBIRD WAY,CLYTN,4,
242280,402 OLYMPUS 2,HERC,4,
243409,404 WAWONA LN,CLYTN,4,
243435,4040 LOS ARABIS DR,LAFAYETTE,4,
243459,4040 VALENTE CT,LAFAYETTE,4,
243481,4041 MARIANNE DR,LAFAYETTE,4,
244343,4060 HAPPY VALLEY RD,LAFAYETTE,4,
245121,4080 LEGION CT,LAFAYETTE,4,"Upgrade main electrical panel. Remove the existing 200 amp meter main panel and replace it with a new 400 amp Square D meter main panel. The work has already been completed and we received a correction notice from the inspector to provide a permit for the main house panel change as it was called in on the ADU permit on mistake. Contractor MOORE POWER ELECTRIC 2057 WILLOW DRIVE PETALUMA, CA 94954 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; Upgrade main electrical panel. Remove the existing 200 amp meter main panel and replace it with a new 400 amp Square D meter main panel. The work has already been completed and we received a correction notice from the inspector to provide a permit for the main house panel change as it was called in on the ADU permit on mistake. Contractor MOORE POWER ELECTRIC 2057 WILLOW DRIVE PETALUMA, CA 94954 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
245426,409 GRENADINE WAY,HERC,4,
245662,4097 CORALEE LN,LAFAYETTE,4,
245937,41 LAS CASCADAS,ORINDA,4,
246384,410 SPRINGFIELD PL,MORAGA,4,
246582,4103 HAPPY VALLEY RD,LAFAYETTE,4,
246978,411 SPRINGFIELD PL,MORAGA,4,
247802,4128 HAPPY VALLEY RD,LAFAYETTE,4,
248530,4145 CANYON RD,LAFAYETTE,4,
248564,4147 CANYON RD,LAFAYETTE,4,
248796,415 THARP DR,MORAGA,4,"*Pool demolition with uncertified fill. *Approximate SQF of pool is 610. No mechanical, electrical or plumbing work will take place. Contractor CALI SCAPING 232 SCOFIELD DRIVE MORAGA, CA 94556 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY; *Pool demolition with uncertified fill. *Approximate SQF of pool is 610. No mechanical, electrical or plumbing work will take place. Contractor CALI SCAPING 232 SCOFIELD DRIVE MORAGA, CA 94556 NUMBER TYPE STATUS ISSUED VALUATION DESCRIPTION SQ FT PARCEL ADDRESS CITY"
